	Symbol	GeneID	Total_submissions	Total_alleles	Submissions_reporting_this_gene	Alleles_reported_Pathogenic_Likely_pathogenic	Gene_MIM_number	Number_uncertain	Number_with_conflicts	Pathogenic_change
10940	LINC01072	104355137	21	21	0	0	0	2	0	0.0
10942	LINC01075	103752583	31	31	0	0	0	1	0	0.0
10944	LINC01078	106144536	29	29	0	0	0	1	0	0.0
10945	LINC01080	101515984	31	31	0	0	615230	0	0	0.0
10946	LINC01081	101154687	20	20	0	0	614977	1	0	0.0
10947	LINC01082	100506542	50	50	1	0	614978	4	0	0.0
10948	LINC01085	152742	20	20	0	0	0	1	0	0.0
10949	LINC01087	101927994	8	8	0	0	0	2	0	0.0
10950	LINC01088	100505875	7	7	0	1	0	0	0	1.0
10951	LINC01089	338799	11	11	0	0	0	2	0	0.0
10952	LINC01090	104355152	11	11	0	0	0	0	0	0.0
10953	LINC01091	285419	7	7	0	0	0	1	0	0.0
10954	LINC01093	100506229	51	51	0	0	0	3	0	0.0
10955	LINC01094	100505702	6	6	0	0	0	0	0	0.0
10956	LINC01095	100505545	11	11	0	0	0	1	0	0.0
10957	LINC01096	285548	20	20	0	0	0	2	0	0.0
10958	LINC01097	285547	20	20	0	0	0	2	0	-1.0
10959	LINC01098	285501	37	37	0	1	0	2	0	1.0
10960	LINC01099	101928656	36	36	0	0	0	2	0	0.0
10961	LINC01100	730109	8	8	0	0	0	0	0	0.0
10962	LINC01101	84931	4	4	0	0	0	1	0	0.0
10963	LINC01102	150568	9	9	0	0	0	1	0	-1.0
10964	LINC01103	101927360	9	9	0	0	0	1	0	0.0
10965	LINC01104	150577	7	7	0	0	0	1	0	0.0
10966	LINC01106	151009	12	12	0	0	0	3	0	0.0
10967	LINC01107	151171	36	36	0	0	0	0	0	0.0
10968	LINC01108	102216342	7	7	0	0	0	0	0	0.0
10970	LINC01111	101926978	16	16	0	0	0	2	0	0.0
10971	LINC01114	284998	10	10	0	0	0	1	0	0.0
10972	LINC01115	339822	32	32	0	1	0	6	0	1.0
10973	LINC01116	375295	11	11	0	0	0	0	0	0.0
10974	LINC01117	102724224	11	11	0	0	0	0	0	0.0
10975	LINC01118	388948	7	7	0	0	0	1	0	0.0
10976	LINC01119	100134259	7	7	0	0	0	1	0	0.0
10977	LINC01120	389043	11	11	0	0	0	3	0	0.0
10978	LINC01121	400952	11	11	2	2	0	2	0	2.0
10979	LINC01122	400955	9	9	0	1	0	2	0	1.0
10980	LINC01123	440894	14	14	0	0	0	5	0	0.0
10981	LINC01124	440925	7	7	0	0	0	0	0	0.0
10982	LINC01126	100129726	4	4	0	0	0	0	0	-1.0
10983	LINC01127	100506328	8	8	0	0	0	1	0	0.0
10984	LINC01128	643837	48	46	0	22	0	2	0	22.0
10985	LINC01132	100506810	15	15	0	0	0	2	0	0.0
10986	LINC01133	100505633	3	3	0	0	0	0	0	0.0
10987	LINC01134	100133612	41	41	0	0	0	1	0	0.0
10988	LINC01135	100131060	7	7	0	2	0	0	0	2.0
10989	LINC01138	388685	89	82	0	12	0	1	0	12.0
10990	LINC01139	339535	22	22	0	0	0	1	0	0.0
10991	LINC01140	339524	3	3	0	0	0	1	0	0.0
10992	LINC01141	339505	3	3	0	0	0	1	0	0.0
10993	LINC01142	284688	9	9	0	0	0	0	0	0.0
10994	LINC01143	104355141	4	4	0	0	0	2	0	0.0
10995	LINC01144	400752	1	1	0	0	0	1	0	0.0
10996	LINC01145	103091866	30	29	0	15	0	0	0	15.0
10997	LINC01147	101928791	7	7	0	0	0	1	0	0.0
10998	LINC01148	283585	8	8	0	0	0	2	0	0.0
10999	LINC01149	101929111	3	3	0	0	0	0	0	0.0
11000	LINC01150	101927624	11	11	0	0	0	0	0	0.0
11001	LINC01151	104266958	19	19	0	0	0	0	0	-1.0
11002	LINC01152	102606463	3	3	0	0	0	0	0	0.0
11003	LINC01153	101927889	9	9	0	0	0	0	0	0.0
11004	LINC01157	105379037	2	2	0	0	618214	0	0	0.0
11005	LINC01159	102682016	10	10	0	0	618208	2	0	0.0
11006	LINC01160	100129269	4	4	0	0	0	0	0	-1.0
11007	LINC01162	104355138	16	16	0	0	0	1	0	0.0
11008	LINC01163	101927381	30	30	0	0	0	2	0	0.0
11009	LINC01164	399827	44	44	0	0	0	4	0	0.0
11010	LINC01165	100128830	39	39	0	0	0	2	0	0.0
11011	LINC01166	101927590	110	110	0	1	0	13	0	1.0
11012	LINC01167	103695432	39	39	0	0	0	2	0	0.0
11013	LINC01168	399829	40	40	0	0	0	3	0	0.0
11014	LINC01169	102723165	1	1	0	0	0	0	0	0.0
11015	LINC01170	103724389	12	12	0	0	0	2	0	0.0
11016	LINC01173	106144537	20	20	0	0	0	0	0	0.0
11017	LINC01176	100506516	4	4	0	0	0	0	0	0.0
11018	LINC01177	104355218	7	7	0	0	0	1	0	0.0
11019	LINC01179	101928151	18	18	0	1	0	2	0	1.0
11020	LINC01180	101927017	5	5	0	0	0	0	0	0.0
11021	LINC01181	379034	20	20	0	0	0	0	0	0.0
11022	LINC01182	101929071	20	20	0	0	0	2	0	0.0
11023	LINC01186	101927574	81	77	0	0	0	4	0	0.0
11024	LINC01187	100507267	5	5	0	0	0	1	0	0.0
11025	LINC01189	643648	20	20	0	0	0	0	0	-1.0
11026	LINC01192	647107	14	14	0	0	0	1	0	0.0
11027	LINC01193	348120	28	28	0	0	0	0	0	0.0
11028	LINC01194	404663	102	102	0	0	617097	6	0	0.0
11029	LINC01195	104266959	7	7	0	0	0	1	0	0.0
11030	LINC01198	101929344	29	29	0	0	0	0	0	0.0
11031	LINC01201	104266960	86	82	0	1	0	0	0	1.0
11032	LINC01202	104326188	9	9	0	1	0	2	0	1.0
11033	LINC01203	100133123	91	87	0	0	0	6	0	0.0
11034	LINC01204	101927528	78	74	0	0	0	0	0	0.0
11035	LINC01205	401082	8	8	0	0	0	0	0	0.0
11036	LINC01206	100996490	16	16	0	0	0	0	0	0.0
11037	LINC01208	100505547	13	13	0	0	0	0	0	0.0
11038	LINC01209	101928684	14	14	0	0	0	0	0	0.0
11039	LINC01210	100507274	11	11	0	0	0	2	0	0.0
11040	LINC01213	101927992	3	3	0	0	0	0	0	0.0
11041	LINC01214	101928022	3	3	0	0	0	0	0	0.0
11042	LINC01215	101929623	8	8	0	0	0	0	0	0.0
11043	LINC01216	100874275	5	5	0	0	0	1	0	0.0
11045	LINC01218	107986233	4	4	0	0	0	1	0	0.0
11046	LINC01219	104355220	15	15	0	0	0	1	0	0.0
11047	LINC01220	731223	7	7	0	0	0	1	0	0.0
11048	LINC01221	104266961	4	4	0	0	0	0	0	0.0
11049	LINC01222	102800316	4	4	0	0	0	0	0	0.0
11050	LINC01224	104472717	4	4	0	0	0	0	0	0.0
11051	LINC01226	284551	6	6	0	0	0	1	0	0.0
11052	LINC01227	101928276	20	20	0	0	0	0	0	0.0
11054	LINC01229	101928248	20	20	0	0	0	1	0	0.0
11055	LINC01230	102800446	92	91	0	0	0	7	0	0.0
11056	LINC01231	101929247	84	83	0	0	0	0	0	0.0
11057	LINC01232	102725509	30	30	0	0	0	1	0	0.0
11058	LINC01233	100128139	9	9	0	0	0	3	0	0.0
11059	LINC01234	100506465	2	2	0	0	0	0	0	0.0
11060	LINC01235	401492	48	47	0	0	0	0	0	0.0
11061	LINC01237	101927289	101	93	0	12	0	5	0	12.0
11062	LINC01238	102723927	73	69	0	0	0	5	0	0.0
11063	LINC01239	441389	39	38	0	1	0	2	0	1.0
11064	LINC01241	101929582	34	33	0	0	0	1	0	0.0
11065	LINC01242	401497	33	32	0	0	0	0	0	0.0
11066	LINC01243	101929620	31	30	0	0	0	0	0	0.0
11067	LINC01246	102800315	14	14	0	0	0	2	0	0.0
11068	LINC01247	101929390	12	12	0	0	0	1	0	0.0
11069	LINC01248	102723818	13	13	0	0	0	0	0	0.0
11070	LINC01249	727982	15	15	0	1	0	1	0	1.0
11071	LINC01250	101927554	20	20	0	0	0	4	0	0.0
11072	LINC01252	338817	11	11	0	0	0	0	0	0.0
11073	LINC01254	101927350	45	40	0	0	0	1	0	0.0
11074	LINC01255	101927433	41	37	0	0	0	1	0	0.0
11075	LINC01256	104355285	9	9	0	0	0	0	0	0.0
11076	LINC01257	116437	9	9	0	0	0	0	0	-1.0
11077	LINC01258	101928776	4	4	0	0	0	1	0	0.0
11079	LINC01260	79015	2	2	0	0	0	0	0	0.0
11080	LINC01262	101928971	68	67	0	0	0	15	0	-1.0
11081	LINC01264	104266963	6	6	0	0	0	1	0	0.0
11082	LINC01265	101926904	8	8	0	0	0	0	0	-1.0
11083	LINC01266	101927215	60	60	0	1	0	17	0	1.0
11084	LINC01267	101927565	8	8	0	0	0	0	0	0.0
11085	LINC01269	103695436	3	3	0	0	0	0	0	0.0
11086	LINC01270	284751	5	5	0	0	0	0	0	0.0
11087	LINC01271	101927586	5	5	0	0	0	0	0	0.0
11088	LINC01273	101927541	5	5	0	0	0	0	0	0.0
11090	LINC01276	103106903	2	2	0	0	0	0	0	0.0
11091	LINC01277	100507489	3	3	0	0	0	0	0	0.0
11092	LINC01278	92249	69	65	0	0	0	3	0	0.0
11093	LINC01279	100506621	13	13	0	0	0	0	0	0.0
11094	LINC01280	101928232	8	8	0	0	0	0	0	0.0
11095	LINC01281	286442	74	70	0	0	0	0	0	0.0
11096	LINC01282	101927449	74	70	0	0	0	0	0	0.0
11097	LINC01284	101926971	81	77	0	0	0	0	0	0.0
11098	LINC01285	101928287	85	81	0	2	0	1	0	2.0
11099	LINC01287	103724390	36	36	0	0	0	0	0	0.0
11100	LINC01288	103689844	32	32	0	0	0	1	0	0.0
11101	LINC01289	286184	15	15	0	0	0	1	0	0.0
11103	LINC01291	102724515	4	4	0	0	0	1	0	0.0
11104	LINC01293	101927861	4	4	0	0	0	1	0	0.0
11105	LINC01296	642477	10	10	0	0	0	1	0	0.0
11108	LINC01298	619344	18	18	0	0	0	0	0	0.0
11109	LINC01299	286186	12	12	0	0	0	0	0	0.0
11110	LINC01300	731779	22	22	0	0	0	1	0	0.0
11111	LINC01301	100505532	13	13	0	0	0	0	0	0.0
11112	LINC01303	101927780	5	5	0	0	0	0	0	0.0
11113	LINC01304	100505964	15	15	0	0	0	2	0	0.0
11114	LINC01305	285084	13	13	0	0	0	0	0	0.0
11115	LINC01307	104355286	4	4	0	0	0	1	0	0.0
11116	LINC01309	104326190	38	38	0	0	0	2	0	0.0
11117	LINC01310	100128946	57	55	0	0	0	3	0	0.0
11118	LINC01311	100652736	191	172	0	0	0	9	0	0.0
11119	LINC01312	154089	3	3	0	0	0	0	0	0.0
11120	LINC01315	102723775	11	10	0	0	0	1	0	0.0
11121	LINC01317	104355287	4	4	0	1	0	0	0	1.0
11122	LINC01318	106144585	3	3	0	0	0	0	0	0.0
11123	LINC01320	104355288	4	4	0	0	0	0	0	0.0
11124	LINC01322	103695433	12	10	0	0	0	0	0	0.0
11125	LINC01324	104355289	9	9	0	0	0	1	0	0.0
11126	LINC01327	104310350	12	12	0	0	0	2	0	0.0
11127	LINC01331	104310351	2	2	0	1	0	0	0	1.0
11128	LINC01333	101929082	2	2	0	0	0	0	0	0.0
11129	LINC01335	102503429	2	2	0	0	0	0	0	0.0
11130	LINC01336	104326191	1	1	0	0	0	0	0	0.0
11131	LINC01337	103689917	2	2	0	0	0	1	0	0.0
11132	LINC01338	102546175	1	1	0	0	0	0	0	0.0
11133	LINC01339	101929495	13	13	0	1	0	1	0	1.0
11134	LINC01340	102546227	13	13	0	0	0	3	0	0.0
11135	LINC01341	149134	32	32	0	0	0	1	0	0.0
11136	LINC01342	254099	71	69	0	0	0	2	0	0.0
11137	LINC01343	339442	2	2	0	0	0	0	0	0.0
11138	LINC01344	400799	7	7	0	0	0	0	0	0.0
11139	LINC01345	105376672	40	40	0	0	0	1	0	0.0
11140	LINC01346	728716	40	40	0	0	0	1	0	0.0
11141	LINC01347	731275	40	40	0	0	0	2	0	0.0
11142	LINC01348	731656	16	16	0	0	0	3	0	0.0
11143	LINC01349	100128787	3	3	0	0	0	0	0	0.0
11144	LINC01350	101929093	10	10	0	0	0	2	0	0.0
11145	LINC01352	101929730	12	12	0	0	0	0	0	0.0
11146	LINC01353	100506775	1	1	0	0	0	0	0	0.0
11147	LINC01354	100506795	15	15	0	0	0	2	0	0.0
11148	LINC01356	100996702	6	6	0	0	0	3	0	0.0
11150	LINC01358	101926925	7	7	0	0	0	0	0	0.0
11151	LINC01359	101927084	11	11	0	0	0	0	0	-1.0
11152	LINC01360	101927295	7	7	0	0	0	2	0	0.0
11153	LINC01361	101927498	2	2	0	0	0	0	0	0.0
11154	LINC01362	103283057	2	2	0	0	0	0	0	0.0
11155	LINC01363	101928484	7	7	0	0	0	0	0	-19.0
11156	LINC01364	100505768	3	3	0	0	0	1	0	-18.0
11157	LINC01365	101927007	7	7	0	0	0	1	0	-1.0
11158	LINC01366	257358	6	6	0	0	0	1	0	0.0
11159	LINC01370	100505663	2	2	0	0	617038	0	0	0.0
11160	LINC01372	101929736	6	6	0	0	0	0	0	0.0
11161	LINC01374	105378425	2	2	0	0	0	2	0	0.0
11162	LINC01375	101926924	2	2	0	0	0	2	0	0.0
11163	LINC01376	400945	11	11	0	0	0	1	0	0.0
11164	LINC01377	102467074	54	54	0	0	0	2	0	0.0
11165	LINC01378	103689918	3	3	0	0	0	0	0	0.0
11166	LINC01381	106144568	9	9	0	0	0	2	0	0.0
11167	LINC01386	104355294	2	2	0	0	0	0	0	0.0
11168	LINC01387	100130480	49	44	0	0	0	2	0	-1.0
11169	LINC01388	101929179	7	7	0	1	0	1	0	1.0
11170	LINC01389	102724077	379	247	0	26	0	117	0	26.0
11171	LINC01391	103344930	17	17	0	0	0	4	0	0.0
11172	LINC01392	104355291	9	9	0	0	0	0	0	0.0
11173	LINC01393	102724386	10	10	0	1	0	0	0	1.0
11174	LINC01394	106144586	31	31	0	0	0	3	0	0.0
11175	LINC01395	101929557	34	34	0	0	0	0	0	0.0
11176	LINC01396	103695434	41	41	0	0	0	3	0	0.0
11177	LINC01397	104355139	7	7	0	0	0	0	0	0.0
11178	LINC01398	101929651	1	1	0	0	0	1	0	0.0
11179	LINC01399	104310353	5	4	0	0	0	0	0	0.0
11180	LINC01402	104797536	82	78	0	0	0	0	0	0.0
11181	LINC01404	105369980	2	2	0	0	0	0	0	0.0
11182	LINC01405	100131138	2	2	0	0	0	0	0	0.0
11184	LINC01410	103352539	20	20	0	0	0	0	0	0.0
11185	LINC01411	101928176	9	9	0	1	0	0	0	1.0
11186	LINC01412	101928455	12	12	0	1	0	1	0	1.0
11187	LINC01413	101928611	1	1	0	0	0	0	0	0.0
11188	LINC01414	102724623	15	15	0	0	0	1	0	0.0
11189	LINC01415	100132501	62	60	0	0	0	0	0	0.0
11190	LINC01416	101927273	31	29	0	0	0	1	0	0.0
11191	LINC01419	103352670	14	14	0	0	0	1	0	0.0
11192	LINC01422	101929539	11	10	0	0	0	2	0	0.0
11193	LINC01423	102724678	43	38	0	0	0	1	0	0.0
11194	LINC01424	101928689	48	43	0	0	0	3	0	0.0
11195	LINC01425	101927821	44	39	0	0	0	2	0	0.0
11196	LINC01426	100506385	34	29	0	0	0	1	0	0.0
11197	LINC01427	101929663	6	6	0	0	0	0	0	0.0
11198	LINC01428	101929265	15	15	0	0	0	3	0	-1.0
11199	LINC01429	101927678	4	4	0	0	0	0	0	0.0
11200	LINC01430	101927242	2	2	0	0	0	0	0	0.0
11201	LINC01431	100505683	6	6	0	0	0	0	0	0.0
11202	LINC01432	100270679	6	6	0	1	0	0	0	1.0
11203	LINC01433	728228	12	12	0	0	0	1	0	0.0
11204	LINC01435	103695365	6	6	0	0	0	1	0	-1.0
11205	LINC01436	100996609	38	33	0	0	0	1	0	0.0
11206	LINC01440	102723578	6	6	0	0	0	1	0	0.0
11207	LINC01441	101927796	6	6	0	0	0	1	0	0.0
11208	LINC01442	103456507	32	32	0	0	0	1	0	0.0
11209	LINC01443	400644	25	23	0	0	0	0	0	0.0
11210	LINC01444	101927642	25	23	0	0	0	0	0	0.0
11211	LINC01445	102723605	9	9	0	0	0	3	0	0.0
11212	LINC01446	401337	9	9	0	1	0	3	0	1.0
11213	LINC01447	101929086	6	6	0	0	0	0	0	0.0
11214	LINC01448	101928795	10	10	0	0	0	1	0	0.0
11215	LINC01449	101928773	11	11	0	0	0	0	0	0.0
11216	LINC01450	101928744	11	11	0	0	0	0	0	0.0
11217	LINC01451	401561	27	27	0	0	0	0	0	0.0
11218	LINC01455	105616916	2	2	0	0	0	1	0	-1.0
11219	LINC01456	105373144	82	78	0	0	0	1	0	0.0
11220	LINC01460	100129995	6	6	0	0	0	0	0	0.0
11221	LINC01461	103695366	3	3	0	0	0	0	0	0.0
11222	LINC01465	283416	5	5	0	0	0	2	0	0.0
11223	LINC01467	101928559	6	6	0	0	0	0	0	0.0
11224	LINC01470	101927134	7	7	0	1	0	1	0	1.0
11225	LINC01471	101927149	5	5	0	0	0	1	0	0.0
11226	LINC01473	101927217	15	15	0	0	0	2	0	0.0
11227	LINC01474	101927258	17	17	0	0	0	0	0	0.0
11228	LINC01475	101927324	4	4	0	0	0	2	0	0.0
11229	LINC01476	101927728	6	6	0	0	0	1	0	0.0
11230	LINC01477	101927900	24	22	0	0	0	1	0	0.0
11231	LINC01478	101927921	23	21	0	0	0	1	0	0.0
11232	LINC01479	101927922	2	2	0	0	0	0	0	0.0
11233	LINC01480	101927931	2	2	0	0	0	0	0	0.0
11234	LINC01482	101928104	4	4	0	1	0	0	0	1.0
11235	LINC01483	101928122	5	5	0	0	0	1	0	0.0
11236	LINC01484	101928136	7	7	0	0	0	0	0	0.0
11237	LINC01485	101928154	7	7	0	0	0	0	0	0.0
11238	LINC01486	101928138	2	2	0	0	0	0	0	0.0
11239	LINC01487	101928190	7	7	0	0	0	3	0	0.0
11240	LINC01488	101928292	2	2	0	0	617696	0	0	0.0
11241	LINC01489	101928340	12	12	0	0	0	0	0	0.0
11242	LINC01490	101928420	8	8	0	0	0	0	0	0.0
11243	LINC01491	101928442	1	1	0	0	0	0	0	0.0
11244	LINC01492	101928496	18	18	0	0	0	1	0	0.0
11245	LINC01493	101928536	5	5	0	0	0	3	0	0.0
11246	LINC01494	101928537	7	7	0	0	0	0	0	0.0
11247	LINC01495	102723378	5	5	0	0	0	3	0	-2.0
11248	LINC01496	102723426	81	77	0	0	0	0	0	0.0
11249	LINC01497	102723487	6	6	0	0	0	1	0	0.0
11250	LINC01498	102723562	4	4	0	0	0	1	0	0.0
11251	LINC01499	102723644	7	7	0	0	0	2	0	0.0
11252	LINC01500	102723742	6	6	0	0	0	0	0	0.0
11253	LINC01501	340515	14	14	0	0	0	1	0	0.0
11254	LINC01502	100130954	24	24	0	0	0	1	0	-1.0
11255	LINC01503	100506119	20	20	0	0	0	2	0	0.0
11256	LINC01504	100507540	18	18	0	0	0	0	0	0.0
11257	LINC01505	100996590	19	19	0	0	0	1	0	0.0
11258	LINC01506	101927015	18	18	0	0	0	0	0	0.0
11259	LINC01507	101927477	16	16	0	1	0	1	0	1.0
11260	LINC01508	101927873	15	15	0	1	0	1	0	1.0
11261	LINC01509	101928720	20	20	0	0	0	2	0	0.0
11262	LINC01511	100506791	58	58	0	0	0	3	0	0.0
11263	LINC01512	100132354	5	5	0	0	0	0	0	0.0
11264	LINC01514	101927396	6	6	0	1	0	0	0	0.0
11265	LINC01515	101928913	7	7	0	0	0	1	0	0.0
11266	LINC01516	101929025	4	4	0	0	0	0	0	0.0
11267	LINC01517	101929218	5	5	0	0	0	0	0	0.0
11268	LINC01518	101929397	6	6	0	1	0	2	0	1.0
11269	LINC01519	101929624	13	13	0	0	0	0	0	0.0
11270	LINC01520	101929684	38	38	0	1	0	0	0	1.0
11271	LINC01521	54944	8	7	0	0	0	0	0	0.0
11272	LINC01522	101927457	7	7	0	0	0	2	0	0.0
11273	LINC01523	101060004	7	7	0	0	0	2	0	0.0
11274	LINC01524	101927700	5	5	0	0	0	1	0	0.0
11275	LINC01525	104355292	5	5	0	0	0	1	0	0.0
11276	LINC01526	101928770	3	3	0	0	0	0	0	0.0
11277	LINC01527	101927988	1	1	0	0	0	0	0	-1.0
11278	LINC01529	644050	4	4	0	0	0	1	0	0.0
11279	LINC01530	729975	7	7	0	0	0	1	0	0.0
11280	LINC01531	100128682	4	4	0	0	0	0	0	0.0
11281	LINC01532	100505835	6	6	0	0	0	3	0	0.0
11282	LINC01533	100996665	6	6	0	0	0	1	0	0.0
11283	LINC01535	101927667	4	4	0	0	0	1	0	0.0
11284	LINC01537	101928555	2	2	0	0	0	0	0	0.0
11285	LINC01538	400654	44	42	0	0	0	2	0	0.0
11286	LINC01539	100505474	30	28	0	0	0	1	0	0.0
11287	LINC01541	100505776	59	57	0	0	0	0	0	0.0
11288	LINC01543	100506787	18	16	0	0	0	1	0	0.0
11289	LINC01544	100996669	35	33	0	0	0	0	0	0.0
11290	LINC01545	724087	78	74	0	0	0	2	0	0.0
11291	LINC01546	100129464	113	109	0	0	0	2	0	0.0
11292	LINC01547	84536	48	43	0	0	0	3	0	0.0
11293	LINC01548	728409	35	30	0	0	0	1	0	0.0
11294	LINC01549	100505929	48	43	0	0	0	3	0	0.0
11295	LINC01550	388011	12	12	0	1	0	1	0	1.0
11296	LINC01551	387978	7	7	0	0	0	0	0	0.0
11297	LINC01552	387642	6	6	0	0	0	0	0	0.0
11298	LINC01553	283025	5	5	0	0	0	0	0	0.0
11299	LINC01554	202299	11	11	0	0	0	1	0	0.0
11300	LINC01555	439927	3	3	0	0	0	0	0	0.0
11301	LINC01556	729583	3	3	0	0	0	1	0	0.0
11302	LINC01558	26238	19	19	0	0	0	0	0	0.0
11303	LINC01559	283422	14	14	0	0	0	0	0	0.0
11304	LINC01560	203414	154	148	0	0	0	7	0	0.0
11305	LINC01561	404216	9	9	0	0	0	0	0	0.0
11306	LINC01562	105378716	2	2	0	0	0	1	0	0.0
11307	LINC01563	101060544	4	4	0	0	0	4	0	0.0
11308	LINC01564	101927171	4	4	0	0	0	1	0	0.0
11309	LINC01565	23434	18	18	0	0	618259	2	0	0.0
11310	LINC01566	283914	21	20	0	0	0	1	0	-1.0
11311	LINC01567	400511	9	9	0	0	0	0	0	0.0
11312	LINC01568	100506172	16	16	0	0	0	1	0	0.0
11313	LINC01569	100507501	14	13	0	1	0	2	0	1.0
11314	LINC01570	101926950	9	9	0	0	0	0	0	0.0
11315	LINC01571	101927364	14	14	0	0	0	3	0	0.0
11316	LINC01572	101927957	16	16	0	0	0	3	0	0.0
11317	LINC01574	102577424	21	20	0	0	0	0	0	0.0
11318	LINC01579	283682	17	17	0	0	0	3	0	0.0
11319	LINC01580	101927129	17	17	0	0	0	3	0	0.0
11320	LINC01581	101927112	19	19	0	1	0	4	0	1.0
11321	LINC01582	101927332	27	27	0	0	0	1	0	0.0
11322	LINC01583	101929690	2	2	0	0	0	0	0	0.0
11323	LINC01584	101929701	7	7	0	0	0	0	0	0.0
11324	LINC01585	101929765	11	11	0	0	0	1	0	0.0
11325	LINC01586	101929743	8	8	0	0	0	0	0	0.0
11326	LINC01587	10141	86	86	0	0	0	9	0	0.0
11327	LINC01588	283551	14	14	0	1	0	3	0	1.0
11328	LINC01589	100506737	32	31	0	0	0	2	0	0.0
11329	LINC01590	63914	7	7	0	0	0	1	0	0.0
11330	LINC01591	286094	23	23	0	0	0	0	0	0.0
11331	LINC01592	100505718	16	16	0	2	0	0	0	2.0
11332	LINC01593	107178918	13	13	0	0	0	9	0	0.0
11333	LINC01594	102724774	12	12	0	0	0	8	0	0.0
11334	LINC01595	102725176	3	3	0	0	0	1	0	0.0
11335	LINC01596	105377617	60	59	0	0	0	13	0	0.0
11336	LINC01597	400841	20	20	0	1	0	2	0	1.0
11337	LINC01599	196913	14	14	0	0	0	3	0	0.0
11338	LINC01600	154386	60	60	0	0	0	8	0	0.0
11339	LINC01601	105667213	23	21	0	0	0	1	0	0.0
11340	LINC01602	100505477	27	27	0	0	0	1	0	0.0
11341	LINC01603	100505739	15	15	0	0	0	0	0	-5.0
11342	LINC01605	100507420	29	29	0	0	0	0	0	0.0
11343	LINC01606	100507651	17	17	0	0	0	0	0	-1.0
11344	LINC01607	101927067	17	17	0	0	0	0	0	0.0
11345	LINC01608	101927459	17	17	0	0	0	0	0	0.0
11346	LINC01609	101927487	17	17	0	0	0	0	0	0.0
11347	LINC01610	101928353	6	6	0	0	0	3	0	0.0
11348	LINC01611	105377880	4	4	0	0	0	0	0	0.0
11349	LINC01612	101928223	22	22	0	0	0	2	0	0.0
11350	LINC01613	106146149	9	9	0	0	0	0	0	0.0
11351	LINC01614	105373869	7	7	0	0	0	1	0	0.0
11352	LINC01615	101929484	28	28	0	0	0	0	0	0.0
11353	LINC01616	106456574	4	4	0	0	0	0	0	0.0
11354	LINC01617	101926947	15	15	0	1	0	1	0	1.0
11355	LINC01618	152578	7	7	0	0	0	0	0	0.0
11356	LINC01619	256021	12	12	0	0	0	2	0	0.0
11357	LINC01620	140834	2	2	0	0	0	0	0	0.0
11358	LINC01621	89758	18	18	0	0	0	6	0	0.0
11359	LINC01622	285768	32	32	0	0	0	3	0	0.0
11360	LINC01623	401242	4	4	0	0	0	1	0	0.0
11361	LINC01624	401289	34	34	0	0	0	3	0	0.0
11362	LINC01625	645434	7	7	0	0	0	2	0	0.0
11363	LINC01626	102724000	3	3	0	0	0	2	0	0.0
11364	LINC01627	105376036	28	27	0	0	0	0	0	0.0
11365	LINC01628	102724321	5	5	0	0	0	1	0	0.0
11366	LINC01629	105370578	7	7	0	0	0	0	0	0.0
11367	LINC01630	100287225	23	21	0	0	0	0	0	0.0
11368	LINC01633	101929069	10	10	0	0	0	2	0	0.0
11369	LINC01634	100192420	24	21	0	0	0	0	0	0.0
11370	LINC01635	101928043	3	3	0	0	0	2	0	0.0
11371	LINC01637	101928891	191	173	0	0	0	23	0	0.0
11372	LINC01638	105372978	12	11	0	0	0	2	0	0.0
11373	LINC01639	105373054	18	17	0	0	0	0	0	0.0
11374	LINC01640	105373006	6	5	0	0	0	0	0	0.0
11376	LINC01643	105373010	5	4	0	0	0	0	0	0.0
11377	LINC01644	101927722	45	44	0	0	0	3	0	0.0
11378	LINC01645	102724661	8	8	0	0	0	0	0	0.0
11379	LINC01646	105376679	32	32	0	0	0	0	0	0.0
11380	LINC01647	101929181	19	19	0	0	0	0	0	0.0
11381	LINC01648	101929406	9	9	0	0	0	5	0	0.0
11382	LINC01649	101928995	11	11	0	0	0	1	0	0.0
11383	LINC01650	101928169	1	1	0	0	0	0	0	-1.0
11384	LINC01651	105372944	35	33	0	0	0	5	0	0.0
11385	LINC01653	101929631	14	14	0	0	0	1	0	0.0
11386	LINC01654	101927876	7	7	0	0	0	2	0	0.0
11387	LINC01655	101929771	12	12	0	0	0	0	0	0.0
11388	LINC01656	101927526	23	22	0	0	0	0	0	0.0
11389	LINC01657	101928751	9	9	0	0	0	0	0	0.0
11390	LINC01659	101929374	47	43	0	0	0	25	0	0.0
11391	LINC01661	105378889	7	7	0	0	0	0	0	0.0
11392	LINC01664	100996342	25	22	0	0	0	1	0	0.0
11393	LINC01665	101929350	5	5	0	0	0	1	0	-2.0
11394	LINC01666	105372730	34	29	0	0	0	1	0	0.0
11395	LINC01667	441058	35	30	0	0	0	1	0	0.0
11396	LINC01668	101928311	46	41	0	0	0	2	0	0.0
11397	LINC01671	101928233	46	41	0	0	0	2	0	0.0
11398	LINC01672	100505887	23	23	0	0	0	0	0	0.0
11399	LINC01673	105372763	44	39	0	0	0	3	0	0.0
11400	LINC01674	102724188	38	33	0	0	0	2	0	0.0
11401	LINC01675	105371590	8	8	0	0	0	1	0	0.0
11402	LINC01676	101928476	9	9	0	0	0	1	0	0.0
